user_id,heart_rate_bpm,blood_oxygen_pct,step_count,sleep_duration_hrs,activity_level,stress_level,stress_category,health_score,health_category
4958,45,100.0,27237,8.4,Highly Active,2,Low,15,Excellent
12562,62,99.0,15421,8.1,Active,1,Low,15,Excellent
6760,108,97.0,27622,7.2,Highly Active,5,Moderate,11,Good
7261,103,95.3,3389,6.5,Sedentary,5,Moderate,8,Moderate
1947,61,98.9,27028,6.9,Highly Active,1,Low,14,Excellent
10392,120,95.3,27678,5.5,Highly Active,5,Moderate,10,Good
4823,100,97.5,26288,7.2,Highly Active,5,Moderate,11,Good
15825,86,97.1,19615,6.9,Active,2,Low,11,Good
9869,114,87.6,15289,1.2,Highly Active,8,High,7,Moderate
18340,79,98.7,15129,7.6,Active,1,Low,14,Excellent
15051,63,98.3,598,7.5,Sedentary,3,Low,13,Excellent
16927,176,87.1,4940,5.5,Moderate,8,High,6,Low
10403,103,90.8,6959,4.2,Moderate,9,High,6,Low
9521,70,99.6,3737,7.9,Sedentary,1,Low,12,Good
5784,120,94.2,490,6.0,Sedentary,5,Moderate,7,Moderate
13912,120,94.7,2870,5.0,Sedentary,5,Moderate,7,Moderate
5396,135,93.0,5917,1.8,Moderate,10,High,6,Low
16494,102,96.0,1082,7.3,Sedentary,6,Moderate,9,Moderate
5828,62,97.7,19968,6.8,Highly Active,3,Low,13,Excellent
8860,113,86.3,4220,1.9,Moderate,9,High,5,Low
4684,63,98.7,14581,8.4,Active,1,Low,15,Excellent
4611,53,97.7,8332,7.5,Moderate,1,Low,13,Excellent
10806,109,87.3,6936,5.1,Moderate,9,High,7,Moderate
11518,116,90.8,17303,1.1,Active,8,High,7,Moderate
11423,70,98.1,100,7.9,Sedentary,3,Low,12,Good
6410,118,95.2,8953,7.3,Moderate,6,Moderate,10,Good
342,120,96.4,4687,7.4,Moderate,5,Moderate,9,Moderate
5618,93,96.5,13511,7.1,Active,5,Moderate,11,Good
13249,108,92.3,18765,3.0,Active,8,High,7,Moderate
6931,86,94.2,14113,5.8,Active,4,Moderate,9,Moderate
1510,150,85.2,18116,5.9,Highly Active,9,High,8,Moderate
15075,107,90.7,26589,1.3,Highly Active,8,High,7,Moderate
10409,49,97.4,19455,8.6,Active,3,Low,14,Excellent
17550,98,96.8,21656,5.1,Highly Active,7,Moderate,10,Good
17960,111,97.7,12333,5.2,Active,5,Moderate,10,Good
17769,117,86.8,3284,4.2,Sedentary,8,High,5,Low
18482,94,95.9,3682,6.7,Sedentary,5,Moderate,8,Moderate
582,52,100.0,8425,8.8,Moderate,3,Low,14,Excellent
10901,61,97.5,9449,6.9,Moderate,2,Low,12,Good
6998,195,93.3,3739,2.2,Sedentary,9,High,5,Low
3458,100,97.3,13711,5.5,Active,7,Moderate,10,Good
1194,161,90.4,14883,3.0,Active,10,High,7,Moderate
14989,129,87.2,15361,1.5,Highly Active,9,High,7,Moderate
4233,93,95.4,3012,6.0,Sedentary,6,Moderate,8,Moderate
3854,140,94.8,8940,2.3,Moderate,8,High,6,Low
12441,105,87.4,3846,2.9,Sedentary,10,High,5,Low
2554,62,99.8,11377,6.8,Active,3,Low,14,Excellent
298,132,92.4,4068,5.4,Moderate,9,High,6,Low
2505,104,92.0,27158,1.7,Highly Active,9,High,7,Moderate
6796,133,85.5,7772,2.2,Moderate,10,High,6,Low
14637,180,89.3,14441,3.3,Active,9,High,7,Moderate
1245,100,87.8,2813,2.8,Sedentary,9,High,5,Low
18967,123,86.1,16720,4.5,Active,10,High,7,Moderate
9906,50,99.3,2635,7.7,Sedentary,2,Low,13,Excellent
12668,113,87.0,8977,1.6,Moderate,8,High,6,Low
9076,85,95.1,8539,6.0,Moderate,4,Moderate,9,Moderate
7764,120,92.2,15697,2.3,Active,9,High,7,Moderate
11991,100,98.5,14193,6.3,Active,7,Moderate,11,Good
18091,180,87.6,29998,1.5,Highly Active,8,High,7,Moderate
4951,142,85.5,12750,5.8,Active,10,High,8,Moderate
4532,108,89.2,719,1.6,Sedentary,9,High,5,Low
12707,66,98.8,12140,8.6,Active,1,Low,14,Excellent
9891,108,93.1,1513,3.8,Sedentary,8,High,5,Low
3876,85,94.8,8519,6.8,Moderate,5,Moderate,8,Moderate
9233,114,86.5,5206,4.5,Moderate,8,High,6,Low
11615,56,99.6,7400,8.5,Moderate,2,Low,14,Excellent
9216,76,99.6,14372,6.5,Active,3,Low,13,Excellent
10444,74,98.4,26069,6.6,Highly Active,1,Low,13,Excellent
11054,120,96.6,15166,5.5,Highly Active,4,Moderate,10,Good
13617,139,87.1,27810,2.5,Highly Active,9,High,7,Moderate
16205,80,97.4,12614,7.0,Active,1,Low,13,Excellent
2366,109,97.1,4800,7.1,Moderate,6,Moderate,9,Moderate
16061,74,95.4,2300,5.9,Sedentary,5,Moderate,9,Moderate
4416,76,97.0,1841,7.6,Sedentary,3,Low,11,Good
835,112,90.5,5779,2.1,Moderate,10,High,6,Low
11699,68,97.5,3653,8.3,Sedentary,3,Low,11,Good
7797,77,97.8,7712,7.5,Moderate,1,Low,12,Good
18448,134,94.5,19136,5.6,Highly Active,10,High,8,Moderate
6053,68,98.9,22605,8.3,Highly Active,1,Low,14,Excellent
10261,91,96.3,16337,5.7,Active,6,Moderate,10,Good
909,71,97.0,15833,8.6,Highly Active,2,Low,13,Excellent
16805,98,97.0,15661,5.2,Highly Active,7,Moderate,10,Good
17456,180,94.7,9942,3.3,Moderate,8,High,6,Low
2866,76,97.3,29859,7.3,Highly Active,2,Low,13,Excellent
14201,55,98.4,19084,7.9,Active,3,Low,15,Excellent
15623,177,89.8,19834,3.8,Active,9,High,7,Moderate
5537,121,93.5,5874,3.8,Moderate,9,High,6,Low
414,120,95.3,2912,6.5,Sedentary,7,Moderate,8,Moderate
6315,75,98.8,14720,8.9,Active,2,Low,14,Excellent
12930,104,90.8,10622,0.8,Active,8,High,7,Moderate
13565,101,98.0,7200,6.8,Moderate,4,Moderate,10,Good
14751,111,98.9,10000,6.2,Active,6,Moderate,11,Good
5153,71,98.2,12013,7.1,Active,3,Low,14,Excellent
18983,120,95.6,21558,6.1,Highly Active,7,Moderate,10,Good
6881,65,98.7,10944,8.4,Active,3,Low,15,Excellent
11081,81,95.1,4247,6.4,Moderate,4,Moderate,8,Moderate
1265,122,89.4,13110,4.2,Active,8,High,7,Moderate
5399,102,97.6,18495,5.3,Active,7,Moderate,10,Good
7984,120,92.4,28682,2.2,Highly Active,8,High,7,Moderate
4660,76,99.9,20030,7.5,Highly Active,3,Low,14,Excellent
18948,60,98.1,14709,7.0,Active,3,Low,15,Excellent
5118,79,97.8,18774,5.1,Active,4,Moderate,11,Good
3593,72,95.5,19445,7.3,Active,6,Moderate,12,Good
6871,57,99.8,20371,7.2,Highly Active,1,Low,15,Excellent
5524,95,98.3,12892,6.7,Active,7,Moderate,11,Good
13916,90,96.8,27558,6.2,Highly Active,7,Moderate,10,Good
5815,102,89.7,3301,0.7,Sedentary,9,High,5,Low
14205,120,94.0,25098,5.1,Highly Active,6,Moderate,9,Moderate
14472,105,95.7,1279,6.0,Sedentary,6,Moderate,8,Moderate
6907,129,88.5,4962,3.3,Moderate,9,High,5,Low
18540,58,97.8,12037,7.7,Active,3,Low,14,Excellent
15718,77,99.0,17492,7.4,Active,3,Low,14,Excellent
18681,93,95.5,24787,6.6,Highly Active,6,Moderate,10,Good
7498,63,99.8,4906,7.5,Moderate,1,Low,13,Excellent
10194,58,97.7,4427,8.3,Moderate,2,Low,12,Good
8880,138,92.2,4218,0.5,Moderate,10,High,5,Low
16034,68,98.9,1958,6.6,Sedentary,5,Moderate,10,Good
8513,113,98.1,25802,7.4,Highly Active,5,Moderate,12,Good
7818,118,93.7,1988,2.2,Sedentary,9,High,5,Low
12266,79,96.4,8510,5.5,Moderate,7,Moderate,10,Good
15935,70,95.3,6952,7.4,Moderate,7,Moderate,11,Good
828,113,93.9,2224,3.0,Sedentary,8,High,5,Low
14306,170,92.4,19928,4.3,Active,9,High,7,Moderate
5209,97,97.0,3130,7.5,Sedentary,4,Moderate,9,Moderate
570,120,97.7,24795,6.6,Highly Active,6,Moderate,10,Good
3592,120,95.8,21130,6.9,Highly Active,6,Moderate,10,Good
16230,63,99.9,25732,8.0,Highly Active,3,Low,15,Excellent
16234,162,93.3,27840,5.6,Highly Active,10,High,8,Moderate
3778,63,99.3,8378,8.5,Moderate,1,Low,14,Excellent
16689,104,87.4,4298,2.3,Moderate,8,High,5,Low
15792,103,93.9,5757,1.4,Moderate,8,High,6,Low
2965,124,89.4,15233,1.6,Active,8,High,7,Moderate
8547,58,97.7,729,7.8,Sedentary,3,Low,12,Good
18574,133,92.8,21702,1.2,Highly Active,9,High,7,Moderate
562,52,97.0,28776,6.5,Highly Active,1,Low,13,Excellent
11567,118,97.1,2473,7.4,Sedentary,7,Moderate,9,Moderate
17628,100,94.2,23068,1.8,Highly Active,10,High,7,Moderate
6374,102,88.9,8506,5.6,Moderate,8,High,7,Moderate
9540,54,98.3,7894,6.6,Moderate,3,Low,13,Excellent
15518,112,90.7,10288,2.6,Active,10,High,7,Moderate
5646,107,90.2,13878,2.5,Active,8,High,7,Moderate
5965,64,97.3,232,8.3,Sedentary,1,Low,12,Good
10136,52,99.2,1286,7.2,Sedentary,1,Low,13,Excellent
17566,96,94.5,21021,6.9,Highly Active,6,Moderate,9,Moderate
12188,109,98.9,25747,6.5,Highly Active,5,Moderate,11,Good
6589,56,97.2,297,7.2,Sedentary,2,Low,12,Good
9209,102,98.7,13017,6.3,Active,7,Moderate,11,Good
8953,115,96.8,7830,6.8,Moderate,7,Moderate,9,Moderate
3792,185,92.4,8227,5.9,Moderate,10,High,7,Moderate
15463,131,86.2,15371,2.4,Active,10,High,7,Moderate
6686,63,97.3,9485,7.5,Moderate,2,Low,13,Excellent
113,98,95.3,2146,7.1,Sedentary,5,Moderate,9,Moderate
11133,48,99.0,7076,7.4,Moderate,2,Low,14,Excellent
9533,73,98.8,6127,6.9,Moderate,6,Moderate,11,Good
1990,87,94.9,20937,5.4,Highly Active,7,Moderate,9,Moderate
13749,54,98.0,7694,7.7,Moderate,1,Low,14,Excellent
9736,138,85.4,10418,5.1,Active,10,High,8,Moderate
15628,76,98.8,13217,7.6,Active,1,Low,14,Excellent
9289,118,89.5,3416,3.3,Sedentary,8,High,5,Low
18553,100,94.3,3648,5.4,Sedentary,6,Moderate,7,Moderate
3478,104,98.9,5836,5.6,Moderate,7,Moderate,10,Good
10755,104,94.2,3173,4.2,Sedentary,9,High,5,Low
7207,52,97.3,1553,8.9,Sedentary,1,Low,12,Good
5834,85,95.5,5336,6.8,Moderate,7,Moderate,9,Moderate
17116,75,98.8,6075,5.8,Moderate,7,Moderate,11,Good
2647,54,99.2,2026,8.6,Sedentary,2,Low,13,Excellent
12349,121,87.3,18118,1.3,Highly Active,10,High,7,Moderate
16282,69,99.6,385,8.9,Sedentary,3,Low,12,Good
16966,74,97.9,3070,6.7,Sedentary,1,Low,10,Good
15375,103,88.2,10186,3.1,Active,10,High,7,Moderate
6754,120,94.7,13740,7.0,Active,5,Moderate,10,Good
5431,78,98.7,29917,8.0,Highly Active,1,Low,14,Excellent
7160,153,92.8,3858,5.0,Sedentary,9,High,6,Low
14745,110,91.8,23939,4.4,Highly Active,9,High,7,Moderate
10796,163,90.7,16297,5.5,Highly Active,10,High,8,Moderate
7928,127,94.2,149,4.5,Sedentary,10,High,5,Low
967,183,87.2,24489,2.7,Highly Active,9,High,7,Moderate
16807,87,95.7,809,6.9,Sedentary,6,Moderate,8,Moderate
17573,104,99.0,907,5.5,Sedentary,4,Moderate,9,Moderate
17976,102,87.0,17924,1.4,Highly Active,10,High,7,Moderate
5471,120,98.1,26840,6.7,Highly Active,6,Moderate,11,Good
18828,115,95.1,27535,6.9,Highly Active,7,Moderate,10,Good
10973,157,86.4,11616,3.7,Active,8,High,7,Moderate
11006,81,98.2,1143,6.6,Sedentary,3,Low,10,Good
9149,132,89.5,17561,4.0,Active,10,High,7,Moderate
2619,65,97.2,7051,7.9,Moderate,3,Low,13,Excellent
840,79,96.8,6422,6.2,Moderate,5,Moderate,10,Good
11491,100,94.9,23496,6.0,Highly Active,7,Moderate,9,Moderate
4400,120,95.8,9634,5.7,Moderate,5,Moderate,9,Moderate
2112,72,97.8,2109,8.3,Sedentary,1,Low,11,Good
13542,87,97.1,6618,6.6,Moderate,2,Low,10,Good
2264,53,98.6,5957,7.2,Moderate,2,Low,14,Excellent
4414,135,88.0,5150,0.6,Moderate,8,High,6,Low
6172,59,98.5,19105,8.0,Highly Active,3,Low,15,Excellent
2930,66,99.7,19198,8.1,Highly Active,2,Low,14,Excellent
2681,146,87.3,3594,1.4,Sedentary,8,High,5,Low
6190,91,96.2,17192,7.4,Active,5,Moderate,11,Good
10329,120,98.9,16490,6.1,Active,7,Moderate,11,Good
2458,101,91.7,4439,0.6,Moderate,9,High,5,Low
6411,69,97.3,16925,6.6,Active,2,Low,12,Good
14070,60,97.5,18380,7.6,Highly Active,2,Low,14,Excellent
17541,101,88.1,15225,3.7,Highly Active,8,High,7,Moderate
8958,101,98.9,89,7.1,Sedentary,5,Moderate,10,Good
6819,112,97.8,19062,5.7,Highly Active,7,Moderate,10,Good
14473,65,98.7,21192,9.0,Highly Active,2,Low,15,Excellent
14778,114,94.2,7977,6.7,Moderate,7,Moderate,8,Moderate
5515,126,87.7,20431,1.4,Highly Active,9,High,7,Moderate
16419,76,96.1,15882,7.3,Active,5,Moderate,12,Good
9403,106,98.9,10011,7.0,Active,4,Moderate,12,Good
4413,70,98.8,7051,5.5,Moderate,5,Moderate,11,Good
10543,55,98.1,22818,8.5,Highly Active,1,Low,15,Excellent
8329,110,90.9,22225,4.6,Highly Active,9,High,7,Moderate
187,80,98.7,8180,7.8,Moderate,1,Low,13,Excellent
5550,100,93.7,5025,2.8,Moderate,9,High,6,Low
6718,96,96.8,19413,6.4,Active,7,Moderate,10,Good
17706,93,94.0,17655,5.1,Active,7,Moderate,9,Moderate
2207,119,94.4,5872,0.9,Moderate,8,High,6,Low
3922,59,98.9,2418,8.3,Sedentary,3,Low,13,Excellent
15458,81,98.9,997,8.5,Sedentary,3,Low,11,Good
16439,77,96.9,28857,6.9,Highly Active,6,Moderate,11,Good
5444,75,97.7,5425,7.3,Moderate,5,Moderate,11,Good
9988,56,99.9,3921,8.6,Sedentary,2,Low,13,Excellent
18908,65,99.0,7046,6.9,Moderate,3,Low,13,Excellent
10654,101,98.3,2676,6.1,Sedentary,7,Moderate,9,Moderate
3580,112,88.0,5996,3.5,Moderate,9,High,6,Low
9685,115,95.0,582,2.4,Sedentary,8,High,6,Low
9669,53,97.2,24921,8.4,Highly Active,1,Low,14,Excellent
5053,120,95.1,4380,6.0,Moderate,4,Moderate,8,Moderate
12042,76,98.8,11479,8.2,Active,3,Low,14,Excellent
114,66,99.8,3302,8.3,Sedentary,3,Low,12,Good
11160,75,99.1,13802,8.4,Active,2,Low,14,Excellent
17061,79,98.9,13249,5.9,Active,6,Moderate,12,Good
4888,68,97.9,26917,8.1,Highly Active,3,Low,13,Excellent
13811,107,94.9,11848,7.0,Active,5,Moderate,10,Good
16683,57,98.0,8080,7.3,Moderate,2,Low,14,Excellent
802,81,97.2,3935,7.2,Sedentary,1,Low,10,Good
9463,143,85.7,20395,4.1,Highly Active,9,High,7,Moderate
10732,71,98.1,6074,6.7,Moderate,4,Moderate,11,Good
12239,108,96.7,22073,5.9,Highly Active,5,Moderate,10,Good
2409,62,97.8,14788,8.3,Active,2,Low,14,Excellent
18206,99,94.5,2838,5.2,Sedentary,5,Moderate,7,Moderate
3408,106,97.0,476,7.5,Sedentary,6,Moderate,9,Moderate
15865,140,93.0,7156,3.4,Moderate,10,High,6,Low
15134,92,97.4,198,6.2,Sedentary,4,Moderate,8,Moderate
16795,79,97.1,28641,5.1,Highly Active,7,Moderate,11,Good
195,127,92.5,240,5.3,Sedentary,8,High,6,Low
13237,104,94.7,9853,5.4,Moderate,5,Moderate,8,Moderate
7191,119,97.7,27693,5.2,Highly Active,4,Moderate,10,Good
12017,116,95.1,5413,5.2,Moderate,6,Moderate,9,Moderate
6624,105,94.4,24103,5.1,Highly Active,8,High,8,Moderate
16987,95,97.6,926,5.3,Sedentary,6,Moderate,8,Moderate
7642,70,94.5,3159,5.3,Sedentary,7,Moderate,8,Moderate
17793,74,98.3,12901,7.9,Active,1,Low,14,Excellent
2797,60,100.0,27357,8.1,Highly Active,3,Low,15,Excellent
7645,107,95.0,3565,6.7,Sedentary,5,Moderate,8,Moderate
16892,75,98.9,16772,5.5,Active,5,Moderate,12,Good
15814,117,86.9,1420,5.1,Sedentary,8,High,6,Low
13225,141,92.1,19772,5.6,Active,10,High,8,Moderate
15360,93,99.0,9607,8.5,Moderate,3,Low,12,Good
5888,81,99.6,5426,7.5,Moderate,3,Low,12,Good
11185,80,95.3,4298,7.2,Moderate,5,Moderate,10,Good
14175,87,98.6,5699,7.5,Moderate,4,Moderate,11,Good
16586,83,97.6,15557,7.0,Active,4,Moderate,11,Good
8220,97,98.2,9724,6.7,Moderate,4,Moderate,10,Good
16674,102,94.4,8152,5.1,Moderate,10,High,7,Moderate
16837,109,95.6,5866,5.3,Moderate,6,Moderate,9,Moderate
8210,120,94.2,29735,5.1,Highly Active,5,Moderate,9,Moderate
17013,79,99.3,14612,7.0,Active,2,Low,14,Excellent
1853,123,86.7,203,2.8,Sedentary,9,High,5,Low
8297,76,98.9,630,5.2,Sedentary,4,Moderate,10,Good
8751,109,95.2,434,6.9,Sedentary,7,Moderate,8,Moderate
1345,119,98.9,5645,6.6,Moderate,7,Moderate,10,Good
9250,76,98.3,18602,6.4,Active,5,Moderate,12,Good
17112,110,91.3,867,1.6,Sedentary,8,High,5,Low
7141,95,96.0,17826,6.9,Active,7,Moderate,10,Good
1372,114,94.5,17405,7.1,Active,7,Moderate,10,Good
2725,111,88.9,18904,4.8,Active,8,High,7,Moderate
17350,109,95.9,4045,7.1,Moderate,4,Moderate,9,Moderate
3150,135,88.3,16914,2.2,Active,9,High,7,Moderate
14722,75,97.6,502,8.6,Sedentary,3,Low,11,Good
6535,119,98.8,18527,5.5,Active,5,Moderate,11,Good
14202,91,96.9,15581,5.1,Highly Active,4,Moderate,10,Good
5980,85,95.4,15045,6.0,Active,6,Moderate,10,Good
7190,146,91.9,1372,3.9,Sedentary,10,High,5,Low
9761,120,97.3,8828,5.6,Moderate,7,Moderate,9,Moderate
18825,53,98.4,24663,7.2,Highly Active,2,Low,15,Excellent
13911,50,99.9,18953,7.2,Highly Active,3,Low,15,Excellent
1061,100,87.8,24778,0.6,Highly Active,8,High,7,Moderate
4141,106,92.0,29424,1.5,Highly Active,8,High,7,Moderate
11132,60,98.0,3164,7.2,Sedentary,1,Low,13,Excellent
7436,76,100.0,600,8.5,Sedentary,3,Low,12,Good
1909,116,96.0,17447,7.2,Active,6,Moderate,11,Good
18807,94,95.7,7863,5.1,Moderate,7,Moderate,9,Moderate
9157,100,93.6,25379,3.3,Highly Active,10,High,7,Moderate
9709,89,98.5,21628,5.6,Highly Active,5,Moderate,11,Good
16725,95,97.5,12243,5.7,Active,5,Moderate,10,Good
13810,92,94.5,11879,5.8,Active,7,Moderate,9,Moderate
14262,111,86.8,10796,4.1,Active,10,High,7,Moderate
2792,120,98.9,19245,5.6,Active,6,Moderate,11,Good
17163,116,97.7,5021,5.7,Moderate,5,Moderate,9,Moderate
7444,78,99.7,418,8.3,Sedentary,1,Low,12,Good
12437,106,87.2,3593,5.4,Sedentary,9,High,6,Low
17751,91,99.1,28703,7.0,Highly Active,2,Low,13,Excellent
7720,117,86.3,2809,5.7,Sedentary,9,High,6,Low
11828,103,88.5,18008,4.0,Active,8,High,7,Moderate
17443,61,99.1,3388,9.0,Sedentary,1,Low,13,Excellent
939,96,96.8,4122,7.4,Moderate,7,Moderate,9,Moderate
13275,152,91.8,7269,0.7,Moderate,8,High,6,Low
12069,69,97.2,18275,8.9,Active,2,Low,13,Excellent
598,49,97.9,26011,7.1,Highly Active,1,Low,14,Excellent
10210,116,95.2,4252,5.9,Moderate,7,Moderate,8,Moderate
11666,197,92.2,6768,4.1,Moderate,10,High,6,Low
17978,124,93.9,7561,1.7,Moderate,9,High,6,Low
1394,108,94.1,11428,6.6,Active,6,Moderate,9,Moderate
2528,142,93.8,9193,2.0,Moderate,9,High,6,Low
3038,105,85.1,174,4.7,Sedentary,8,High,5,Low
12600,100,97.6,16905,5.9,Highly Active,6,Moderate,10,Good
6219,188,90.5,15288,2.7,Active,10,High,7,Moderate
290,101,96.0,5488,6.7,Moderate,7,Moderate,9,Moderate
17044,131,93.3,5598,5.1,Moderate,9,High,7,Moderate
18125,100,92.8,17573,2.4,Active,9,High,7,Moderate
17343,57,98.5,13263,7.6,Active,1,Low,15,Excellent
5151,175,85.0,9451,3.9,Moderate,8,High,6,Low
17018,101,91.3,13216,0.8,Active,10,High,7,Moderate
10749,123,93.1,1295,0.9,Sedentary,8,High,5,Low
16834,107,94.7,9211,6.9,Moderate,7,Moderate,8,Moderate
4292,105,96.1,3675,7.5,Sedentary,5,Moderate,9,Moderate
10788,120,98.0,3856,5.7,Sedentary,5,Moderate,9,Moderate
10072,141,86.9,3179,5.1,Sedentary,10,High,6,Low
3905,55,98.0,12209,9.0,Active,2,Low,15,Excellent
16721,154,91.3,2781,5.9,Sedentary,8,High,6,Low
10340,112,94.6,3830,5.5,Sedentary,5,Moderate,7,Moderate
1275,55,99.0,11149,8.4,Active,3,Low,15,Excellent
16998,62,98.6,26005,8.4,Highly Active,3,Low,15,Excellent
14865,100,95.8,98,6.8,Sedentary,4,Moderate,8,Moderate
2316,157,88.2,5248,1.1,Moderate,8,High,6,Low
18839,117,98.4,3699,7.0,Sedentary,5,Moderate,10,Good
1494,183,87.7,15366,3.9,Active,8,High,7,Moderate
16695,87,98.8,29759,8.8,Highly Active,3,Low,13,Excellent
10498,100,96.7,2656,5.7,Sedentary,7,Moderate,8,Moderate
3164,99,94.7,13810,6.3,Active,7,Moderate,9,Moderate
11481,108,89.9,11065,3.3,Active,10,High,7,Moderate
13827,123,87.5,11458,5.3,Active,8,High,8,Moderate
14162,111,94.1,3330,6.6,Sedentary,7,Moderate,7,Moderate
15804,68,99.4,14595,7.1,Active,3,Low,14,Excellent
14827,58,98.3,28223,6.7,Highly Active,2,Low,14,Excellent
9091,102,94.6,6503,6.6,Moderate,7,Moderate,8,Moderate
11667,99,96.0,18012,6.9,Active,7,Moderate,10,Good
14895,104,93.3,5049,5.4,Moderate,8,High,7,Moderate
18495,53,99.5,7109,7.4,Moderate,1,Low,14,Excellent
18193,55,97.6,16951,8.0,Active,1,Low,14,Excellent
8018,73,98.9,2049,7.7,Sedentary,2,Low,12,Good
55,110,94.3,11363,0.8,Active,9,High,7,Moderate
773,120,97.3,3751,5.1,Sedentary,6,Moderate,8,Moderate
11097,63,97.0,14513,8.9,Active,1,Low,14,Excellent
7496,70,94.8,17870,5.5,Active,5,Moderate,10,Good
16816,101,91.4,21912,2.5,Highly Active,9,High,7,Moderate
254,103,90.7,1342,4.5,Sedentary,8,High,5,Low
2837,120,98.2,13595,6.3,Active,4,Moderate,11,Good
11945,196,88.4,2631,5.1,Sedentary,8,High,6,Low
12093,110,94.6,5426,6.9,Moderate,5,Moderate,8,Moderate
121,49,98.4,13163,8.3,Active,3,Low,15,Excellent
4626,105,98.2,17384,6.4,Active,4,Moderate,11,Good
546,61,99.9,5783,7.9,Moderate,3,Low,14,Excellent
5743,120,96.5,2531,7.0,Sedentary,4,Moderate,9,Moderate
9003,81,94.1,381,6.3,Sedentary,4,Moderate,7,Moderate
18463,71,94.1,17592,5.5,Active,6,Moderate,10,Good
9178,98,96.9,21939,5.7,Highly Active,7,Moderate,10,Good
10695,120,97.5,23576,7.1,Highly Active,4,Moderate,11,Good
52,98,97.9,19102,8.3,Active,3,Low,12,Good
8909,120,95.1,1647,7.4,Sedentary,7,Moderate,9,Moderate
13406,60,100.0,5434,6.7,Moderate,2,Low,13,Excellent
4818,123,89.0,18152,4.6,Highly Active,9,High,7,Moderate
17755,107,97.8,19497,5.7,Active,5,Moderate,10,Good
18479,105,87.0,25286,1.1,Highly Active,9,High,7,Moderate
11082,63,100.0,3135,8.5,Sedentary,3,Low,13,Excellent
10083,100,97.1,23980,7.5,Highly Active,7,Moderate,11,Good
17536,96,96.6,311,7.4,Sedentary,6,Moderate,9,Moderate
12956,51,97.3,4203,6.5,Moderate,3,Low,11,Good
8721,128,86.0,11811,3.6,Active,10,High,7,Moderate
8745,144,92.9,3529,4.5,Sedentary,9,High,5,Low
14769,60,99.8,5060,7.2,Moderate,3,Low,14,Excellent
7976,81,98.0,18119,8.1,Highly Active,3,Low,13,Excellent
18803,47,97.9,19724,7.0,Active,2,Low,14,Excellent
842,183,93.7,11211,1.1,Active,10,High,7,Moderate
721,120,95.1,391,6.8,Sedentary,7,Moderate,8,Moderate
11502,85,97.0,7764,8.0,Moderate,2,Low,11,Good
3659,76,98.9,12698,8.1,Active,1,Low,14,Excellent
11691,61,97.3,17638,8.8,Active,3,Low,14,Excellent
9553,160,87.8,16673,3.6,Active,10,High,7,Moderate
15513,102,95.6,7516,5.7,Moderate,5,Moderate,9,Moderate
18519,90,97.5,6721,5.8,Moderate,4,Moderate,9,Moderate
14684,127,94.8,18859,1.3,Active,9,High,7,Moderate
8233,126,86.5,27355,5.2,Highly Active,10,High,8,Moderate
4401,63,99.6,23011,6.9,Highly Active,1,Low,14,Excellent
1819,72,98.4,19879,6.4,Active,7,Moderate,12,Good
13002,55,99.7,12852,7.9,Active,2,Low,15,Excellent
11475,103,92.4,29856,2.5,Highly Active,9,High,7,Moderate
10648,76,94.9,5816,6.8,Moderate,5,Moderate,9,Moderate
13222,58,97.7,18098,7.4,Active,3,Low,14,Excellent
12356,154,85.5,7993,5.9,Moderate,8,High,7,Moderate
3391,117,95.9,7224,5.1,Moderate,7,Moderate,9,Moderate
4147,60,99.5,12578,8.9,Active,2,Low,15,Excellent
12690,122,89.1,4727,1.6,Moderate,8,High,5,Low
13409,65,97.2,9920,6.6,Moderate,3,Low,12,Good
4185,102,90.0,17586,3.7,Highly Active,9,High,7,Moderate
5002,69,97.6,2148,7.2,Sedentary,2,Low,11,Good
1104,103,88.0,8709,5.8,Moderate,9,High,7,Moderate
7311,189,88.3,3184,4.3,Sedentary,10,High,5,Low
12340,163,91.7,6691,5.6,Moderate,8,High,7,Moderate
12262,148,85.3,25238,5.3,Highly Active,10,High,8,Moderate
17190,107,95.6,11496,6.0,Active,4,Moderate,10,Good
5182,78,98.9,18198,6.9,Active,1,Low,13,Excellent
1599,66,99.0,2344,6.8,Sedentary,2,Low,11,Good
7564,115,95.6,6094,6.2,Moderate,4,Moderate,9,Moderate
9668,60,98.3,2164,7.3,Sedentary,3,Low,13,Excellent
7131,94,96.3,19854,5.4,Active,4,Moderate,10,Good
15701,108,95.0,2177,5.7,Sedentary,6,Moderate,8,Moderate
17866,51,98.9,4730,9.0,Moderate,3,Low,13,Excellent
9390,100,98.8,1211,6.3,Sedentary,6,Moderate,9,Moderate
5517,112,90.6,4607,2.9,Moderate,8,High,5,Low
6612,104,87.4,2071,4.3,Sedentary,8,High,5,Low
951,69,98.2,8280,8.0,Moderate,2,Low,13,Excellent
3999,92,97.7,1821,5.2,Sedentary,4,Moderate,8,Moderate
422,119,86.8,1298,2.5,Sedentary,8,High,5,Low
9498,106,93.6,29292,0.7,Highly Active,10,High,7,Moderate
16885,120,94.5,5126,2.9,Moderate,10,High,6,Low
4565,64,97.9,20203,8.4,Highly Active,3,Low,14,Excellent
3072,53,97.6,396,7.6,Sedentary,1,Low,12,Good
16033,102,94.2,25642,7.3,Highly Active,4,Moderate,10,Good
